title	doi	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
Education to keep the abdomen relaxed versus contracted during pilates in patients with chronic low back pain: study protocol for a randomised controlled trial	10.1186/s12891-023-06160-z	http://dx.doi.org/10.1186/s12891-023-06160-z	1471-2474	BMC Musculoskeletal Disorders	Luciana Crepaldi Lunkes			2023	1674551670	0	0	0	0	10	0	7	0	7	0	12	5	TRUE	Luciana Crepaldi Lunkes, Milton Apolinário Dias Neto, Lavínia Fernandes Barra, Lívia Resende de Castro, Arthur Sá Ferreira, Ney Meziat-Filho	1471-2474	1	3.5	0.716	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Efeitos do uso de órteses na Doença de Charcot-Marie-Tooth: atualização da literatura	10.1590/s1809-29502012000400016	http://dx.doi.org/10.1590/s1809-29502012000400016	1809-2950	Fisioterapia e Pesquisa	Rouse Barbosa Pereira			2012	1658431228	0	0	0	0	2	0	2	0	2	0	29	2	TRUE	Rouse Barbosa Pereira, Marco Orsini, Arthur de Sá Ferreira, Júlio Guilherme Silva, Clynton Lourenço Corrêa, Marcos RG De Freitas, Valéria Marques Coelho, Mario Cézar Goulart, Nelson Kagohara, Gabriela Guerra Leal Souza, Sara Lúcia de Menezes	1809-2950	0	NA	NA	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effect of continuous and intermittent bouts of isocaloric cycling and running exercise on excess postexercise oxygen consumption	10.1016/j.jsams.2015.02.004	http://dx.doi.org/10.1016/j.jsams.2015.02.004	1440-2440	Journal of Science and Medicine in Sport	Felipe A. Cunha			2016	1618048306	2	0	0	0	11	0	9	0	11	0	106	7	FALSE	Felipe A. Cunha, Adrian W. Midgley, Lars R. McNaughton, Paulo T.V. Farinatti	1440-2440	15	7.8	1.324	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effectiveness of a program of therapeutic exercises on the quality of life and lumbar disability in women with Stress Urinary Incontinence	10.1016/j.jbmt.2014.04.002	http://dx.doi.org/10.1016/j.jbmt.2014.04.002	1360-8592	Journal of Bodywork & Movement Therapies	Adriana de Carvalho Lacombe			2015	1423519678	1	0	0	0	1	0	0	0	1	0	130	1	FALSE	Adriana de Carvalho Lacombe, Virginia Martello Riccobene, Leandro Alberto Calazans Nogueira	1360-8592	5	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effectiveness of Cognitive Functional Therapy Versus Core Exercises and Manual Therapy in Patients with Chronic Low Back Pain after Spinal Surgery: Randomized Controlled Trial	10.1093/ptj/pzad105	http://dx.doi.org/10.1093/ptj/pzad105	0031-9023	Physical Therapy	Avila, Leonardo			2023	1691498671	0	0	0	0	66	0	57	0	57	0	0	36	FALSE	Avila, Leonardo, da Silva, Morgana Duarte, Neves, Marcos Lisboa, Abreu, Andre Rogerio, Fiuza, Cibelle Ramos, Fukusawa, Leandro, de Sá Ferreira, Arthur, Meziat-Filho, Ney	0031-9023	0	5.3	1.005	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effectiveness of Constraint-Induced Movement Therapy (CIMT) on Balance and Functional Mobility in the Stroke Population: A Systematic Review and Meta-Analysis	10.3390/healthcare10030495	http://dx.doi.org/10.3390/healthcare10030495	2227-9032	Healthcare	Jaya Shanker Tedla			2022	1648573525	0	0	0	0	10	0	10	0	10	0	43	7	TRUE	Jaya Shanker Tedla, Kumar Gular, Ravi Shankar Reddy, Arthur de Sá Ferreira, Erika Carvalho Rodrigues, Venkata Nagaraj Kakaraparthi, Giles Gyer, Devika Rani Sangadala, Mohammed Qasheesh, Rakesh Krishna Kovela, Gopal Nambi	2227-9032	7	4.9	0.55	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effects of A Short-term Cardio Tai Chi Program on Cardiorespiratory Fitness and Hemodynamic Parameters in Sedentary Adults: A Pilot Study	10.1016/j.jams.2019.12.002	http://dx.doi.org/10.1016/j.jams.2019.12.002	2005-2901	Journal of Acupuncture and Meridian Studies	Timothy Sam-Kit Tin			2020	1663322675	1	0	0	0	5	0	3	0	4	0	48	2	TRUE	Timothy Sam-Kit Tin, Chi-Hsiu Daniel Weng, Patricia dos Santos Vigário, Arthur de Sá Ferreira	2005-2901	0	1.8	0.235	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effects of Acute Transcranial Direct Current Stimulation on Gait Kinematics of Individuals With Parkinson Disease	10.1097/tgr.0000000000000203	http://dx.doi.org/10.1097/tgr.0000000000000203	0882-7524	Topics in Geriatric Rehabilitation	Débora Cristina Lima da Silva			2018	1644485804	1	0	0	0	3	0	2	0	3	0	66	2	FALSE	Débora Cristina Lima da Silva, Thiago Lemos, Arthur de Sá Ferreira, Carlos Henrique Ramos Horsczaruk, Carla Andressa Pedron, Erika de Carvalho Rodrigues, Laura Alice Santos de Oliveira	0882-7524	10	1.1	0.197	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effects of Diagnostic Errors in Pattern Differentiation and Acupuncture Prescription: A Single-Blinded, Interrater Agreement Study	10.1155/2015/469675	http://dx.doi.org/10.1155/2015/469675	1741-427X	Evidence-based Complementary & Alternative Medicine (eCAM)	Ingrid Jardim de Azeredo Souza Oliveira			2015	1673008713	0	0	0	0	2	0	1	0	1	0	25	1	TRUE	Ingrid Jardim de Azeredo Souza Oliveira, Arthur de Sá Ferreira	1741-427X	3	3.5	0.469	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effects of prevention programmes on injury risk in military personnel: a systematic review with meta-analysis	10.1136/bmjmilitary-2022-002098	http://dx.doi.org/10.1136/bmjmilitary-2022-002098	2633-3767	BMJ Military Health	Priscila Dos Santos Bunn			2022	1656352397	0	0	0	0	4	0	4	0	4	0	19	3	FALSE	Priscila Dos Santos Bunn, R d S Sodré, M I Matos, G F Saliba, G d P Silva, R Caldas, J d S Esteves, E B Silva	2633-3767	1	2.2	0.319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Effects of vestibular rehabilitation in the elderly: a systematic review	10.1007/s40520-015-0479-0	http://dx.doi.org/10.1007/s40520-015-0479-0	1720-8319	Aging Clinical and Experimental Research	Diandra Caroline Martins e Silva			2015	1475830955	0	0	0	0	3	0	2	0	2	0	149	1	FALSE	Diandra Caroline Martins e Silva, Victor Hugo Bastos, Mariana de Oliveira Sanchez, Monara Kedma Gomes Nunes, Marco Orsini, Pedro Ribeiro, Bruna Velasques, Silmar Silva Teixeira	1720-8319	30	NA	0.982	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Efficacy of the cognitive functional therapy (CFT) in patients with chronic nonspecific low back pain: a study protocol for a randomized sham-controlled trial	10.1186/s13063-022-06466-8	http://dx.doi.org/10.1186/s13063-022-06466-8	1745-6215	Trials	Mariana Romano de Lira			2022	1691449935	0	0	0	0	17	0	12	0	12	0	38	8	TRUE	Mariana Romano de Lira, Ney Armando de Mello Meziat-Filho, Gabriela Zuelli Martins Silva, Thaís Cristina Chaves	1745-6215	2	3.6	0.814	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Electrocortical Analysis of Patients with Intercostobrachial Pain Treated with TENS after Breast Cancer Surgery	10.1589/jpts.26.349	http://dx.doi.org/10.1589/jpts.26.349	0915-5287	Journal of Physical Therapy Science	Julio Guilherme Silva			2014	1401437068	0	0	0	0	1	0	1	0	1	0	45	1	TRUE	Julio Guilherme Silva, Camila Gonçalves Santana, Kelly Rosane Inocêncio, Marco Orsini, Sergio Machado, Anke Bergmann	0915-5287	24	NA	NA	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Electromyographic activity of the quadriceps and gluteus medius muscles during/different straight leg raise and squat exercises in women with patellofemoral pain syndrome	10.1016/j.jelekin.2019.05.017	http://dx.doi.org/10.1016/j.jelekin.2019.05.017	1050-6411	Journal of Electromyography & Kinesiology	Lilian Ramiro Felicio			2019	1617367292	0	0	0	0	34	0	29	1	30	0	122	18	FALSE	Lilian Ramiro Felicio, Caio Augusto Mendes de Carvalho, Cláudia Lima Chame Andrade Dias, Patrícia dos Santos Vigário	1050-6411	6	4.8	0.777	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Electromyographic analysis of maximal voluntary contraction of female pelvic floor muscles: Intrarater and interrater reliability study	10.1002/nau.24834	http://dx.doi.org/10.1002/nau.24834	0733-2467	Neurourology and Urodynamics	Maria P. Volpato			2021	1642070034	0	0	0	0	2	0	1	0	1	0	9	1	FALSE	Maria P. Volpato, Michele Menezes, Tirza Sathler Prado, Adriana Piccini, Arthur Sá Ferreira, Simone Botelho	0733-2467	2	4.5	0.721	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eltgol Acutelly Improves Airway Clearance and Reduces Static Pulmonary Volumes in Adult Cystic Fibrosis Patients	10.1589/jpts.26.813	http://dx.doi.org/10.1589/jpts.26.813	0915-5287	Journal of Physical Therapy Science	Fernando Silva Guimarães			2014	1507731161	1	0	0	0	2	0	0	0	2	0	68	4	TRUE	Fernando Silva Guimarães, Agnaldo José Lopes, Vanessa Joaquim Ribeiro Moço, Felipe Cavalcanti de Souza, Sara Lúcia Silveira de Menezes	0915-5287	7	NA	NA	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Enhancing Motor Network Activity Using Real-Time Functional MRI Neurofeedback of Left Premotor Cortex	10.3389/fnbeh.2015.00341	http://dx.doi.org/10.3389/fnbeh.2015.00341	1662-5153	Frontiers in Behavioral Neuroscience	Theo F. Marins			2015	1552005263	0	0	0	0	8	0	7	0	7	0	122	5	TRUE	Theo F. Marins, Erika C. Rodrigues, Annerose Engel, Sebastian Hoefle, Rodrigo Basílio, Roberto Lent, Jorge Moll, Fernanda Tovar-Moll	1662-5153	25	4.6	0.975	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Equilíbrio estático e dinâmico em bailarinos: revisão da literatura	10.1590/s1809-29502013000300016	http://dx.doi.org/10.1590/s1809-29502013000300016	1809-2950	Fisioterapia e Pesquisa	Michelle Silva da Silveira Costa			2013	1653656230	0	0	0	0	2	0	2	0	2	0	43	2	TRUE	Michelle Silva da Silveira Costa, Arthur de Sá Ferreira, Lilian Ramiro Felicio	1809-2950	10	NA	NA	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Estimating cardiopulmonary fitness with a new sampling technology in patients with rheumatoid arthritis‐associated interstitial lung disease	10.1002/pri.2005	http://dx.doi.org/10.1002/pri.2005	1358-2267	Physiotherapy Research International	Rafael Alexandre de Oliveira Deucher			2023	1680979962	0	0	0	0	3	0	3	0	3	0	1	2	FALSE	Rafael Alexandre de Oliveira Deucher, Luis Felipe da Fonseca Reis, Jannis Vasileios Papathanasiou, Beatriz Luiza Pinheiro Alves Azevedo, Jéssica Gabriela Messias Oliveira, Matheus Mello da Silva, Rayanne Costa de Sales, Beatriz Pereira dos Santos, Arthur de Sá Ferreira, Agnaldo José Lopes	1358-2267	0	3.4	0.531	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Evidence-based practice of Chinese medicine in physical rehabilitation science	10.1007/s11655-013-1451-5	http://dx.doi.org/10.1007/s11655-013-1451-5	1672-0415	Chinese Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1653968281	2	0	0	0	5	0	3	0	5	0	60	3	FALSE	Arthur de Sá Ferreira	1672-0415	3	5.3	0.483	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Exercise training improves quality of life in women with subclinical hypothyroidism: a randomized clinical trial	10.20945/2359-3997000000073	http://dx.doi.org/10.20945/2359-3997000000073	2359-3997	Archives of Endocrinology and Metabolism	Francisco Zacaron Werneck			2018	1689210000	0	0	0	1	4	0	3	0	4	0	142	12	TRUE	Francisco Zacaron Werneck, Emerson Filipino Coelho, Saulo Peters Almas, Marília Mendes do Nascimento Garcia, Heloina Lamha Machado Bonfante, Jorge Roberto Perrout de Lima, Patrícia dos Santos Vigário, Míriam Raquel Meira Mainenti, Patrícia de Fátima dos Santos Teixeira, Mário Vaisman	2359-3997	17	3.1	0.429	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Expiratory Rib Cage Compressions to Improve Secretion Clearance During Mechanical Ventilation: Not Only a Matter of Squeezing the Chest—Reply	10.4187/respcare.03522	http://dx.doi.org/10.4187/respcare.03522	0020-1324	Respiratory Care	Fernando S Guimarães			2014	1406799616	0	0	0	0	1	0	1	0	1	0	16	1	TRUE	Fernando S Guimarães, Sara Lucia Silveira de Menezes, Agnaldo J Lopes	0020-1324	0	4.1	0.656	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Explanatory models of muscle performance in acromegaly patients evaluated by knee isokinetic dynamometry: Implications for rehabilitation	10.1016/j.humov.2016.07.005	http://dx.doi.org/10.1016/j.humov.2016.07.005	0167-9457	Human Movement Science	Agnaldo José Lopes			2016	1648015695	0	0	0	0	6	0	5	0	5	0	37	3	FALSE	Agnaldo José Lopes, Arthur Sá Ferreira, Evelyn Mendes Walchan, Mauricio Santos Soares, Priscila Santos Bunn, Fernando Silva Guimarães	0167-9457	9	4.3	0.636	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Exploratory analysis of 5 supervised machine learning models for predicting the efficacy of the endogenous pain inhibitory pathway in patients with musculoskeletal pain	10.1016/j.msksp.2023.102788	http://dx.doi.org/10.1016/j.msksp.2023.102788	2468-7812	Musculoskeletal Science and Practice	Felipe J.J. Reis			2023	1686651129	0	0	0	0	19	0	8	0	8	0	3	6	FALSE	Felipe J.J. Reis, Juliana Valentim Bittencourt, Lucas Calestini, Arthur de Sá Ferreira, Ney Meziat-Filho, Leandro C. Nogueira	2468-7812	0	3.9	0.636	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Factors associated with mortality in mechanically ventilated patients with severe acute respiratory syndrome due to COVID-19 evolution	10.5935/2965-2774.20230203-en	http://dx.doi.org/10.5935/2965-2774.20230203-en	2965-2774	Critical Care Science	João Paulo Arruda de Oliveira			2023	1688052942	0	0	0	0	3	0	3	0	3	0	1	2	TRUE	João Paulo Arruda de Oliveira, Andreia Cristina Travassos Costa, Agnaldo José Lopes, Arthur de Sá Ferreira, Luis Felipe da Fonseca Reis	2965-2774	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Factors for Lower Walking Speed in Persons with Multiple Sclerosis	10.1155/2013/875648	http://dx.doi.org/10.1155/2013/875648	2090-2654	Multiple Sclerosis International	Leandro Alberto Calazans Nogueira			2013	1366783200	0	1	0	0	3	0	2	0	3	0	84	9	TRUE	Leandro Alberto Calazans Nogueira, Luciano Teixeira dos Santos, Pollyane Galinari Sabino, Regina Maria Papais Alvarenga, Luiz Claudio Santos Thuler	2090-2654	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Feasibility and safety of group exercises for individuals with Parkinson's disease: A case series	10.12968/ijtr.2017.24.5.223	http://dx.doi.org/10.12968/ijtr.2017.24.5.223	1741-1645	International Journal of Therapy & Rehabilitation	Érica Guimarães Vianna			2017	1494832172	0	0	0	0	1	0	1	0	1	0	21	1	FALSE	Érica Guimarães Vianna, Erika de Carvalho Rodrigues, Carlos Henrique Ramos Horsczaruk, José Vicente Pereira Martins, Thiago Lemos, Laura Alice Santos de Oliveira	1741-1645	0	0.6	0.15	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Feasibility of whole-body gait kinematics to assess the validity of the six-minute walk test over a 10-m walkway in the elderly	10.1016/j.bspc.2018.02.002	http://dx.doi.org/10.1016/j.bspc.2018.02.002	1746-8094	Biomedical Signal Processing and Control	Nathália Alves Oliveira Saraiva			2018	1644834876	0	0	0	0	4	0	2	0	2	0	23	1	FALSE	Nathália Alves Oliveira Saraiva, Fernando Silva Guimarães, Agnaldo José Lopes, Jannis Papathanasiou, Arthur Sá Ferreira	1746-8094	2	8.2	1.071	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Functional exercise capacity in rheumatoid arthritis unrelated to lung injury: A comparison of women with and without rheumatoid disease	10.3233/bmr-210056	http://dx.doi.org/10.3233/bmr-210056	1878-6324	Journal of Back & Musculoskeletal Rehabilitation	Ana Carolina Brandão Assis			2022	1648579674	0	0	0	0	2	0	1	0	1	0	6	1	FALSE	Ana Carolina Brandão Assis, Agnaldo José Lopes	1878-6324	3	NA	0.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Functional Expansion of Sensorimotor Representation and Structural Reorganization of Callosal Connections in Lower Limb Amputees	10.1523/jneurosci.4592-11.2012	http://dx.doi.org/10.1523/jneurosci.4592-11.2012	0270-6474	Journal of Neuroscience	Elington L. Simões			2012	1644952450	1	1	0	5	11	0	4	0	11	0	267	46	TRUE	Elington L. Simões, Ivanei Bramati, Erika Rodrigues, Ana Franzoi, Jorge Moll, Roberto Lent, Fernanda Tovar-Moll	0270-6474	91	9.9	2.35	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gait characteristics of multiple sclerosis patients in the absence of clinical disability	10.3109/09638288.2012.738760	http://dx.doi.org/10.3109/09638288.2012.738760	0963-8288	Disability & Rehabilitation	Leandro Alberto Calazans Nogueira			2013	1377958566	0	1	0	0	2	0	1	0	2	0	99	9	FALSE	Leandro Alberto Calazans Nogueira, Luciano Teixeira, Pollyane Sabino, Helcio Alvarenga Filho, Regina Maria Papais Alvarenga, Luiz Claudio Thuler	0963-8288	33	4.4	0.762	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Group pain neuroscience education combined with supervised exercises reduces pain and improves function of Brazilian women with central sensitisation and a low level of education: a single-subject study	10.1080/21679169.2018.1531922	http://dx.doi.org/10.1080/21679169.2018.1531922	2167-9169	The European Journal Of Physiotherapy	Elen Soares Marques			2018	1540809697	0	0	0	0	8	0	8	0	8	0	87	6	FALSE	Elen Soares Marques, Ney Armando de Mello Meziat Filho, Paula dos Santos Ferreira, Fernanda Guimarães de Andrade, Elisabeth Marshall Ramsay, Leticia Amaral Corrêa, Leandro Alberto Calazans Nogueira	2167-9169	4	2.0	0.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Group-based cardiac rehabilitation interventions. A challenge for physical and rehabilitation medicine physicians: a randomized controlled trial	10.23736/s1973-9087.20.06013-x	http://dx.doi.org/10.23736/s1973-9087.20.06013-x	1973-9087	European Journal of Physical and Rehabilitation Medicine	PAPATHANASIOU, Jannis V.			2020	1677508531	0	0	0	1	7	0	5	0	6	0	110	13	FALSE	PAPATHANASIOU, Jannis V., PETROV, Ivo, TOKMAKOVA, Maria P., DIMITROVA, Donka D., SPASOV, Liubomir, DZHAFER, Nigyar S., TSEKOURA, Dorothea, DIONYSSIOTIS, Yannis, FERREIRA, Arthur S., LOPES, Agnaldo J., ROSULESCU, Eugenia, FOTI, Calogero	1973-9087	5	7.3	1.019	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Handgrip Strength and Pulmonary Disease in the Elderly: What is the Link?	10.14336/ad.2018.1226	http://dx.doi.org/10.14336/ad.2018.1226	2152-5250	Aging & Disease	Tatiana Rafaela Lemos Lima			2019	1643883304	0	1	0	1	5	0	3	0	5	0	89	17	TRUE	Tatiana Rafaela Lemos Lima, Vívian Pinto Almeida, Arthur Sá Ferreira, Fernando Silva Guimarães, Agnaldo José Lopes	2152-5250	17	NA	1.682	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Health literacy, pain-related interference and pain-related distress of patients with musculoskeletal pain	10.1093/heapro/daab183	http://dx.doi.org/10.1093/heapro/daab183	0957-4824	Health Promotion International	Juliana Valentim Bittencourt			2021	1638564642	1	0	0	0	6	0	5	0	6	0	8	3	FALSE	Juliana Valentim Bittencourt, Patrick Anderson Chaves de Souza, Leticia Amaral Corrêa, Andresa Narcizo Volotão, Stephanie Mathieson, Leandro Alberto Calazans Nogueira	0957-4824	0	4.9	0.95	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Health markers in obese adolescents improved by a 12-week recreational soccer program: a randomised controlled trial	10.1080/02640414.2015.1064150	http://dx.doi.org/10.1080/02640414.2015.1064150	0264-0414	Journal of Sports Sciences	Fabrício Vasconcellos			2015	1440754250	0	0	0	0	11	0	11	0	11	0	250	6	FALSE	Fabrício Vasconcellos, Andre Seabra, Felipe Cunha, Rafael Montenegro, Jociene Penha, Eliete Bouskela, José Firmino Nogueira Neto, Paulo Collett-Solberg, Paulo Farinatti	0264-0414	45	6.5	1.141	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heart rate variability assessment with fingertip photoplethysmography and polar RS800cx as compared with electrocardiography in obese adolescents	10.1097/mbp.0000000000000143	http://dx.doi.org/10.1097/mbp.0000000000000143	1359-5237	Blood pressure monitoring.	Fabrício V.A. Vasconcellos			2015	1447301251	0	0	0	0	3	0	2	0	2	0	98	1	FALSE	Fabrício V.A. Vasconcellos, André Seabra, Felipe A. Cunha, Rafael A. Montenegro, Eliete Bouskela, Paulo Farinatti	1359-5237	24	1.7	0.28	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Herbal Medicines for Cardiovascular Diseases	10.1155/2014/809741	http://dx.doi.org/10.1155/2014/809741	1741-427X	Evidence-based Complementary & Alternative Medicine (eCAM)	Xingjiang Xiong			2014	1650908075	0	0	0	0	3	0	3	0	3	0	32	2	TRUE	Xingjiang Xiong, Francesca Borrelli, Arthur de Sá Ferreira, Tabinda Ashfaq, Bo Feng	1741-427X	22	3.5	0.469	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High-velocity, low-amplitude manipulation (HVLA) does not alter three-dimensional position of sacroiliac joint in healthy men: A quasi-experimental study	10.1016/j.jbmt.2019.05.020	http://dx.doi.org/10.1016/j.jbmt.2019.05.020	1360-8592	Journal of Bodywork & Movement Therapies	Danielle de Faria Alvim de Toledo			2020	1689083924	7	0	0	0	170	0	137	1	145	0	55	86	FALSE	Danielle de Faria Alvim de Toledo, Frederico Barreto Kochem, Julio Guilherme Silva	1360-8592	2	2.5	0.404	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Home-based exercise program in TSP/HAM individuals: a feasibility and effectiveness study	10.1590/0004-282x20170022	http://dx.doi.org/10.1590/0004-282x20170022	0004-282X	Arquivos de Neuro-Psiquiatria	Lívia D Facchinetti			2017	1646599517	0	0	0	0	3	0	3	0	3	0	73	2	TRUE	Lívia D Facchinetti, Abelardo Q Araújo, Marcus TT Silva, Ana Claudia C Leite, Mariana F Azevedo, Gisele L Chequer, Raquel VC Oliveira, Arthur S Ferreira, Marco Antonio Lima	0004-282X	3	2.1	0.391	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Home-based rehabilitation improves functional capacity and quality of life in women with systemic sclerosis: A preliminary study	10.3233/bmr-220077	http://dx.doi.org/10.3233/bmr-220077	1878-6324	Journal of Back & Musculoskeletal Rehabilitation	Samantha Gomes de Alegria			2023	1680814846	0	0	0	0	7	0	6	0	6	0	2	5	FALSE	Samantha Gomes de Alegria, Beatriz Luiza Pinheiro Alves Azevedo, Jéssica Gabriela Messias Oliveira, Matheus Mello da Silva, Damara Guedes Gardel, Thiago Thomaz Mafort, Agnaldo José Lopes	1878-6324	0	NA	0.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
